id,Arrival,Departure,energy
1,18,29,66.0
2,21,27,27.33254932424877
3,23,31,48.08010144607939
4,22,30,50.47047177190808
5,15,26,66.0
6,14,25,66.0
7,22,28,23.70531369320794
8,24,35,66.0
9,27,34,35.34871353893926
10,27,33,28.6538454577878
11,28,39,66.0
12,17,26,57.2833212933097
13,23,29,30.35107351411253
14,24,31,38.04188306575874
15,14,18,11.45703537738992
16,18,25,39.18112884550906
17,22,28,30.61086664549838
18,25,31,27.34342822177617
19,18,24,30.25952787866822
20,17,21,15.37446200813501
21,20,27,33.10192934785654
22,20,28,43.96676528988441
23,21,27,23.80165303744104
24,19,28,60.78225564540474
25,25,31,27.8799335879242
26,16,25,55.19835531610057
27,27,36,58.1693861110408
28,19,27,48.41279664534072
29,21,29,49.18380870915823
30,17,24,36.62013833143302
31,19,30,66.0
32,21,27,24.70733065122135
33,18,29,66.0
34,24,32,44.53483418120538
35,21,32,66.0
36,23,30,35.70047554621662
37,28,32,19.14093736199559
38,21,28,39.01658643450514
39,21,29,48.05015420916132
40,24,30,30.09429172124832
41,21,32,66.0
42,21,27,28.19735318200322
43,14,22,48.4785562329929
44,16,20,17.21966503119877
45,22,29,37.72945649058664
46,18,24,22.67129435522563
47,18,24,28.41396032689639
48,18,29,66.0
49,22,30,53.3207758647128
50,23,34,66.0
