id,Arrival,Departure,energy
1,12,18,30.23219756997537
2,14,21,35.58813300904335
3,12,18,29.22536303299066
4,14,21,33.14746437948175
5,11,20,64.26350582449312
6,13,21,49.52757728960104
7,10,21,66.0
8,10,16,23.97788837892541
9,11,18,33.66330072518283
10,14,21,41.52659462976845
11,13,19,22.98443940365676
12,14,20,25.0891407832578
13,15,19,17.5151057794367
14,13,19,27.90598438385666
15,12,19,34.61221261840258
16,14,18,18.54952606335808
17,14,20,32.1751804339217
18,14,21,41.17601692187161
19,11,17,31.75264059315374
20,16,22,25.56485889675555
21,11,18,37.32910004050844
22,12,20,50.97211441627577
23,12,23,66.0
24,13,20,33.98682828440676
25,17,23,28.15166138046661
26,9,16,32.42504401821115
27,13,17,19.22475169663865
28,15,19,15.70344209519882
29,14,18,11.69730487783249
30,12,16,19.58092258090385
