id,Arrival,Departure,energy
1,14,20,51.6328836283719
2,11,15,31.51581999676856
3,13,20,63.7256735402992
4,16,24,66.0
5,9,14,36.29973466860146
6,17,24,55.88163857616676
7,14,22,66.0
8,11,16,36.80315926866081
9,14,18,31.83790817966475
10,11,15,22.58642552304151
11,12,16,28.42059973324535
12,12,19,60.09711490311828
13,13,18,36.0302214393545
14,12,16,29.98233911037488
15,11,20,66.0
16,12,16,22.51378371790953
17,14,21,59.69827626705533
18,13,17,31.10157613885746
19,12,16,23.2224230459064
20,12,20,66.0
21,12,17,32.38076970103258
22,11,15,23.3472439736948
23,7,12,33.31657972700311
24,9,12,21.42528373358221
25,14,18,32.05063776050883
26,13,22,66.0
27,12,19,61.36280791474452
28,17,21,24.5623418425827
29,10,16,47.21603051022494
30,11,15,23.76479566706598
