id,Arrival,Departure,energy
1,34,38,30.71101705605763
2,42,47,35.70917402077939
3,40,45,34.0613124294918
4,35,39,26.63220281779842
5,39,47,56.18883229206402
6,53,60,64.24148061516765
7,38,42,29.01677880030806
8,43,48,34.15637038493765
9,45,51,46.89734687457216
10,34,42,61.11190581585967
11,45,48,15.00124675949444
12,50,58,65.1903371736147
13,34,38,30.15223317262486
14,44,50,47.36923086010525
15,52,57,35.23123167263942
16,46,51,41.65935303516159
17,45,52,59.9621040868043
18,57,65,66.0
19,38,43,34.24216931412005
20,38,42,25.25168120312626
21,44,49,41.67528643277949
22,41,49,66.0
23,39,44,35.49070859004492
24,36,40,23.59580375379007
25,39,43,25.09616642017746
26,40,44,29.49702857753832
27,42,48,49.95291653362104
28,45,49,22.54444392736018
29,38,43,42.43927352776723
30,32,36,24.14502214577317
31,48,53,35.20223283806756
32,36,41,42.34593514181095
33,46,50,31.04792764674211
34,21,26,36.46679510306952
35,45,49,30.74652449401788
36,45,50,38.7155456856232
37,40,45,33.15842738703845
38,42,46,24.16988217925699
39,47,51,28.54155654891105
40,40,44,31.68600610899944
41,46,49,17.57974773834288
42,39,43,31.70248888619924
43,31,36,32.89193599924869
44,34,38,32.14004551566661
45,43,51,66.0
46,41,44,17.6263631659621
47,52,55,16.53168364766392
48,41,45,26.150237567364
49,50,54,22.19055124549289
50,36,41,39.50245881444061
51,39,43,27.97985251697445
52,59,64,34.2905050168752
53,43,49,52.19947491180351
54,48,54,52.95838937310312
55,35,39,28.09679002040112
56,55,59,27.72000444315445
57,47,54,64.21954522800357
58,36,40,26.64667781500409
59,44,49,36.89207106862725
60,43,45,10.16833043929764
61,46,49,17.01631849479424
62,35,40,38.72077161749667
63,39,44,39.04386132040258
64,50,54,30.49136384433111
65,53,57,30.61469621768267
66,45,50,37.47488071399255
67,50,57,56.18144739117427
68,51,54,20.2416992210851
69,35,43,66.0
70,47,51,30.71682341477669
71,47,51,25.4948426298087
72,46,54,57.16074365300786
73,43,50,62.19169208451324
74,33,39,44.6435236916935
75,41,47,51.72844162206243
76,45,51,50.06603734524318
77,39,43,28.91644235114262
78,36,43,61.40176816820309
79,33,40,60.35707194818769
80,34,37,12.82861663957821
81,24,29,35.32876942356556
82,43,47,28.80005459049284
83,30,34,28.49864759374268
84,39,42,19.54946815355302
85,43,48,41.50566717755368
86,38,42,26.14917501548022
87,48,51,18.05842319604125
88,44,51,61.05588293087531
89,46,50,31.36084282248273
90,29,33,25.3125141025672
91,46,51,38.8900947839744
92,51,55,27.22332820770616
93,37,43,51.00677626435228
94,51,59,66.0
95,40,45,38.00364567887686
96,42,47,32.48296900400543
97,36,40,27.90271389320861
98,45,49,26.86440280837073
99,41,45,26.81798539525946
100,36,43,60.35535049171848
