id,Arrival,Departure,energy
1,68,74,31.18699880251608
2,97,106,54.25043392907769
3,89,95,29.88209632829044
4,67,76,55.37276345164934
5,85,93,52.61093881627699
6,77,86,63.18897117426423
7,75,82,36.97208831178162
8,65,74,63.99387985630339
9,64,70,23.91951254306973
10,96,103,35.32457672999418
11,93,101,44.9635928727231
12,96,102,28.48304256942406
13,79,85,23.77759718980928
14,75,79,19.17416664023695
15,104,113,58.66112672404242
16,93,100,40.26244267097182
17,81,88,40.6402237702036
18,77,84,34.09568797649334
19,88,95,39.11113691011092
20,80,88,50.86852316714224
21,63,74,66.0
22,90,101,66.0
23,117,128,66.0
24,67,73,23.2007533157254
25,93,102,59.23571366869503
26,72,79,39.04231905987147
27,63,69,25.49494181532679
28,58,64,27.41673766415185
29,65,71,25.1902623257576
30,99,108,59.39914377648212
31,112,120,45.90118536838055
32,114,120,28.85809236929683
33,82,89,34.96923304300449
34,71,78,35.16774597743655
35,63,67,19.2843819913155
36,60,67,32.65814673070482
37,83,89,25.63498124155473
38,68,74,27.50273339473931
39,82,88,25.29274792858923
40,79,85,26.99261040808212
41,61,70,62.23121512378778
42,66,73,36.43446311111072
43,66,72,30.04665255908531
44,79,85,29.33827953241972
45,81,87,30.54015080237744
46,69,80,66.0
47,100,106,28.70721469968525
48,101,112,66.0
49,84,86,9.252489779504582
50,72,81,56.10150059600526
51,90,97,34.01370084635894
52,82,89,33.23680733266375
53,74,85,66.0
54,63,69,28.13233760872851
55,89,96,40.44354324187906
56,93,100,34.30886972396622
57,69,73,17.51213398954357
58,97,103,22.10896335034105
59,88,99,66.0
60,45,51,29.78285277918892
61,83,87,18.68016425453517
62,82,93,66.0
63,82,90,49.583224034267
64,75,86,66.0
65,67,75,50.64816125297039
66,33,41,51.84501370457684
67,76,82,22.04242090122173
68,83,89,27.98429649541577
69,96,102,24.3625034802769
70,101,108,33.748163893731
71,98,105,41.46203600668798
72,90,94,17.01575329448613
73,77,83,23.20905183512082
74,96,103,32.55385552755653
75,63,74,66.0
76,57,66,60.88123746342865
77,91,100,59.32819532372429
78,76,84,46.82780640668668
79,78,82,17.764230687603
80,75,84,63.55283335607216
81,75,81,31.55112582257633
82,84,91,33.89001192076421
83,65,74,57.17661016477108
84,64,70,24.9227559884115
85,64,68,21.17685216251171
86,62,66,16.78565005368991
87,83,91,52.53846436057158
88,80,86,23.24805669862245
89,90,97,32.32377203359752
90,121,130,53.84025866807882
91,71,77,23.10611631827396
92,118,127,62.91191745828562
93,64,72,53.65707980279915
94,75,82,33.47974597719947
95,96,102,25.82162662520421
96,84,88,16.65805391567427
97,67,73,30.07831356659283
98,55,61,27.94159828201174
99,94,101,36.05205352196212
100,82,88,29.20286597771784
101,65,71,25.75068027484675
102,76,85,55.5978779335532
103,78,85,36.74667586582423
104,93,100,36.91080111677422
105,89,97,44.0335849149693
106,85,91,29.56711361773121
107,95,101,26.37114792608153
108,56,64,47.37581295708684
109,90,96,31.68521402104612
110,106,113,35.66300755912537
111,100,107,41.35297887965948
112,123,129,27.9742494044711
113,69,76,38.76467814951431
114,93,100,37.08624517318753
115,49,55,28.15565415308307
116,83,91,45.45222116662197
117,65,76,66.0
118,61,69,52.10569087148434
119,69,73,20.22232462263502
120,112,120,47.27957503441865
121,87,96,61.34971663293426
122,112,119,32.67903285801277
123,110,116,25.49451819724526
124,82,88,26.06136548672306
125,75,79,13.86534691683589
126,59,63,16.21638342909352
127,69,76,37.04004282373486
128,67,76,63.85706654786264
129,77,83,28.99348657621513
130,108,114,26.2092650194791
131,78,86,53.4545788444309
132,46,53,38.9499568795971
133,53,62,57.23429936325787
134,77,86,56.51402696331607
135,72,76,19.74625542305001
136,87,94,34.16619511005632
137,94,100,28.06899963312981
138,83,92,62.78887859487202
139,52,59,34.12376390312815
140,102,113,66.0
141,102,111,63.72273881068762
142,98,104,29.16225458149507
143,88,92,14.68161883814263
144,79,83,21.24372275137352
145,80,91,66.0
146,77,84,32.60937416759134
147,77,88,66.0
148,113,121,45.29711022539846
149,51,57,23.27973877762832
150,107,114,38.98415236144598
151,64,70,32.16380749867497
152,113,121,49.77019636566684
153,92,98,21.55031254609927
154,95,102,33.44763779336952
155,48,55,37.66017360445094
156,73,79,29.44501020008115
157,86,92,24.48601925618939
158,77,83,25.23915522855728
159,75,83,50.46454732779208
160,94,98,16.80675735962534
161,72,78,31.69478816723839
162,89,95,24.90148332431902
163,69,76,40.09970142990911
164,37,43,26.4054301759429
165,77,84,36.82417767688101
166,92,99,34.6300568162093
167,88,99,66.0
168,88,96,43.72942389702754
169,57,66,59.29215114622643
170,57,61,20.50293518473367
171,80,87,32.70283187278071
172,114,118,19.85220739709148
173,56,65,58.48095126106423
174,96,107,66.0
175,96,103,36.13301002271047
176,69,73,16.17916794229452
177,82,93,66.0
178,81,87,28.28905662929797
179,67,78,66.0
180,77,86,64.26173948229939
181,61,70,64.1960584527697
182,69,77,48.76751766705094
183,78,84,31.49646183022695
184,86,92,25.46819505810282
185,96,107,64.87050930780758
186,59,67,51.83263605910369
187,76,82,23.78106714651971
188,46,52,23.25628429475221
189,80,86,23.45111258174543
190,73,80,38.08857783416107
191,80,86,32.23893074336099
192,70,76,27.7855384351387
193,90,98,44.06179257610454
194,52,58,31.83702766641867
195,77,84,41.49910387241979
196,88,97,63.05355635611662
197,61,68,40.28614862434687
198,74,80,26.59471055376236
199,109,113,20.77159181326125
200,54,60,25.22684661722367
