id,Arrival,Departure,energy
1,134,138,30.68667982518448
2,127,131,29.20851176856254
3,136,142,52.15270989377748
4,194,198,29.8822321072484
5,171,176,35.87788330415691
6,147,154,57.67435120707844
7,175,179,26.68875261487053
8,173,179,53.60657143761951
9,123,127,23.40569627051067
10,139,147,61.51166185673767
11,170,174,28.13812032125899
12,135,140,39.80404727888997
13,132,139,55.67003260703652
14,178,182,22.04485514030623
15,168,173,33.76606701745467
16,148,152,25.75298960397384
17,192,200,66.0
18,120,128,66.0
19,143,149,46.40256848369967
20,148,152,29.17239333511728
21,181,185,21.79732822885152
22,202,206,30.2264647342938
23,165,170,34.41501979431138
24,180,184,21.67761591160915
25,170,174,26.33201065924138
26,111,118,59.83236282174619
27,147,155,57.0809251585838
28,173,178,34.12311148227769
29,143,148,40.40261286906807
30,160,164,22.2071885374444
31,123,128,32.80101940731642
32,125,130,36.0870077016166
33,128,133,40.444170061699
34,173,177,30.50067266042897
35,165,169,31.49291513961543
36,209,213,29.11478443280019
37,143,147,24.95283707823174
38,101,108,59.53538686455443
39,152,158,46.17341757450211
40,234,238,29.90712096630067
41,139,144,37.24718266816424
42,181,184,15.78545180466925
43,196,201,35.30275722336332
44,144,149,38.59140564182901
45,139,141,8.990315265728192
46,116,120,30.58059689989377
47,202,205,16.76813370495981
48,129,134,40.44269962198904
49,143,150,59.67652688314274
50,173,178,38.41217510866837
51,193,198,39.61574879092321
52,121,127,49.73365364428076
53,136,140,25.18899520812841
54,169,173,31.25241414525959
55,190,199,66.0
56,147,152,38.28865850073291
57,156,160,24.80625297220236
58,206,210,30.56256422237759
59,181,189,66.0
60,142,147,37.56333432947487
61,130,133,17.75699478462192
62,125,129,28.17948728333086
63,165,169,25.78617455319383
64,121,124,14.13873768513346
65,175,183,61.48159569603801
66,86,90,32.06440294741243
67,214,220,49.30769892979709
68,221,226,35.04577949738596
69,174,182,66.0
70,139,146,58.47980824459157
71,160,165,32.86850373337735
72,167,174,60.10676090220409
73,138,142,29.8053792506653
74,176,181,35.50760302381823
75,163,169,49.3613238097133
76,150,155,33.61768756720215
77,130,135,32.27364692706036
78,159,163,27.07595752196042
79,199,207,66.0
80,144,153,66.0
81,120,124,28.78154619448589
82,80,85,33.78785730522945
83,168,172,29.74884280566775
84,178,186,66.0
85,120,123,20.96007216067183
86,130,137,60.08716158222083
87,235,238,20.87453739979325
88,136,140,24.56196395933305
89,160,163,20.82579943513777
90,167,171,27.94261136894049
91,160,164,31.70930589782823
92,102,105,19.45785604886871
93,161,167,50.23013547230061
94,182,189,58.37426247504268
95,179,183,24.23580164866646
96,138,142,28.80345857651387
97,172,177,32.3788145573665
98,137,142,37.17353414840598
99,114,122,65.49213870408744
100,124,132,54.32419704489161
101,176,184,66.0
102,179,183,27.99656347763615
103,136,140,28.41612593361936
104,149,157,66.0
105,193,201,57.10788451262454
106,185,192,57.67782068785247
107,201,206,33.68304178693956
108,166,174,66.0
109,160,164,30.71793112956581
110,140,144,30.08220766522246
