id,Arrival,Departure,energy
1,193,195,6.675435135180457
2,198,206,60.2368490300544
3,154,159,38.45578569999523
4,206,210,28.57065137099086
5,194,198,25.62105883470034
6,174,178,30.44075789815216
7,213,217,30.69843484059911
8,173,177,29.32421521289153
9,191,194,16.13356617594504
10,199,207,57.38127311110312
11,241,246,36.84667701196442
12,221,227,50.31844406403746
13,195,202,64.27123152226285
14,204,208,30.37624901376455
15,172,177,42.57987491127474
16,182,188,51.5163304853109
17,156,163,60.47910723274213
18,202,207,38.12937791032593
19,203,206,21.39410291703087
20,225,231,53.46181132308926
21,179,184,36.32596060832402
22,203,211,56.03746309190338
23,139,144,35.26515234105594
24,102,109,63.2073668671083
25,200,204,29.88057990351785
26,193,200,55.09999846717623
27,255,259,25.46116385559758
28,189,192,17.18345693005034
29,242,250,66.0
30,221,230,66.0
31,149,157,55.09841080684097
32,198,202,26.00921297296173
33,147,155,66.0
34,207,212,35.96709897358807
35,287,292,32.75344234134619
36,172,180,66.0
37,198,202,30.35722781127609
38,146,155,66.0
39,147,150,21.23399281444028
40,137,142,34.68527435047373
41,206,214,53.84763200871621
42,181,185,29.63535267904175
43,188,196,54.72525059803283
44,141,145,22.5539203752496
45,168,172,22.07473067853395
46,206,214,66.0
47,209,213,29.35161238673394
48,217,221,24.09433776020111
49,210,214,27.30772692825072
50,213,219,44.85513033079119
51,230,234,22.22411741260606
52,187,191,29.83681735383774
53,179,186,59.21532480715933
54,221,228,55.49954147001151
55,227,231,26.15396227453824
56,162,169,62.24892598892306
57,190,197,60.47104580187106
58,228,232,31.1272335464347
59,237,245,59.31323697429631
60,160,164,27.17893482709242
61,231,238,58.56111210806565
62,207,213,51.41585042264013
63,220,225,37.44645876747924
64,162,165,19.35498032649895
65,135,140,34.19333850146745
66,201,206,37.49250750700617
67,167,172,36.49863897971955
68,197,201,29.58309445311518
69,194,199,38.27372834578911
70,204,208,25.76564981731415
71,107,112,38.29224911768929
72,271,279,66.0
73,192,195,16.43582752757065
74,172,174,6.257095730042277
75,161,164,20.58049018524136
76,248,252,32.16506855204194
77,232,237,41.33494586444308
78,258,262,25.98069183049469
79,247,252,40.34277642203512
80,165,170,37.76478892368167
81,226,231,37.59384936197939
82,198,206,66.0
83,214,218,21.60222924326715
84,221,224,21.35138247332043
85,237,242,34.19018970652642
86,233,238,36.90732564524947
87,182,186,29.70673153053137
88,265,269,22.68942123598189
89,213,217,26.9655586804701
90,207,211,21.58052185522087
91,258,262,25.3905444384605
92,183,191,66.0
93,189,192,20.63536429632116
94,268,273,33.65419153739727
95,159,163,24.80032304679597
96,246,250,26.60591484195571
97,245,252,56.05015450223269
98,215,219,24.76109945243591
99,186,191,42.9794522900844
100,182,186,30.39995312648875
101,232,234,9.243273372312029
102,207,212,35.80058626349813
103,189,194,33.95887591926529
104,164,167,17.35638110596184
105,308,313,35.8967899457739
106,205,209,29.78038258296316
107,213,218,38.03446474712709
108,162,166,26.66149839919933
109,215,219,22.83223200286636
110,186,191,36.6048212833164
111,212,217,34.64362089853101
112,197,201,30.55926335861894
113,178,182,25.95775005705618
114,227,235,56.16781000658097
115,228,234,48.18552064880417
116,192,197,36.4468269358124
117,206,209,17.63067107551409
118,188,192,25.44340162337138
119,224,228,28.56118065368894
120,171,176,35.07869092169509
121,159,167,66.0
122,157,160,19.83764629962502
123,193,197,27.26366102746591
124,237,240,20.97994572367925
125,171,175,31.20609720111736
126,227,234,55.83080406793722
127,199,206,58.62845769951647
128,200,203,19.35720452899154
129,237,240,18.87020085678019
130,184,188,29.68408229118525
131,230,235,37.14290553690374
132,272,278,50.26454940860559
133,169,175,48.23248706042477
134,234,238,25.89196651716106
135,244,248,29.89416251261866
136,204,211,63.46355666709201
137,264,269,42.76607185938481
138,147,151,22.15541286554645
139,212,220,66.0
140,180,184,32.19174600289517
141,189,194,40.43485036563565
142,194,198,22.39537326339408
143,199,204,35.80579446587767
144,208,215,56.6980672967339
145,231,237,45.69504598905186
146,111,116,41.11153659578717
147,163,171,66.0
148,238,242,31.23118106131065
149,250,255,40.96954832291649
150,167,172,40.02836634521432
151,203,211,66.0
152,218,222,30.07626490518811
153,239,243,27.34824143033389
154,181,189,66.0
155,256,262,52.65738238399344
156,113,117,24.48985834576535
157,240,244,24.18098533459324
158,165,169,24.78638840790242
