id,Arrival,Departure,energy
1,24,30,22.99227755282508
2,47,56,59.29555498383026
3,50,56,29.88941180494081
4,57,63,28.55008277838463
5,36,42,28.0524621427816
6,45,52,36.71217649642011
7,45,51,27.06134684519741
8,29,35,27.65781208163058
9,45,54,57.97063559547556
10,44,51,35.9944282161691
11,42,53,66.0
12,40,46,30.32691944890819
13,40,46,28.50179015221982
14,26,32,31.88720182361328
15,51,57,25.9508044220731
16,51,57,27.80207560175172
17,41,52,66.0
18,35,41,23.91552940108793
19,40,46,30.92847760221015
20,36,45,61.01024470149615
21,57,68,66.0
22,34,41,36.16198007290683
23,56,62,26.49489308263645
24,56,60,20.09676252695323
25,42,48,30.06233444922371
26,42,50,45.67408572593321
27,33,44,66.0
28,22,28,25.99260807014445
29,37,43,30.06082288349017
30,49,55,29.56290054175713
31,36,42,25.30076101802349
32,48,56,43.15153212200144
33,44,51,40.55278867667172
34,47,55,49.02067004703007
35,48,54,29.48200269169722
36,46,53,38.51899471658503
37,51,57,21.90876250278653
38,40,47,33.09398575910728
39,38,49,66.0
40,40,51,66.0
41,40,46,23.73461107995856
42,39,47,50.56953707635793
43,42,48,30.8276011202089
44,48,54,27.13151550600147
45,41,47,24.71416347272933
46,37,44,35.23281250121607
47,54,63,62.96822573476173
48,53,59,29.77875719736986
49,47,54,34.92877218956129
50,32,39,35.85843250405652
51,50,57,38.11531260856877
52,40,47,33.91357200206249
53,34,41,34.18919415303908
54,46,52,24.6380725068654
55,46,50,19.72730815648
56,44,50,31.55921810135307
57,37,43,29.10739385566615
58,39,45,22.65346117129953
59,31,37,28.2690961126155
60,45,49,20.77744983615079
61,36,43,42.62354751615671
62,45,51,31.4025482220297
63,35,44,57.48930114969718
64,38,44,30.77552927821135
65,56,62,25.32706370284976
66,32,38,28.31023547287174
67,43,49,29.30982446437228
68,44,52,47.84536500634909
69,44,48,16.30077030418217
70,36,44,51.26994071579433
71,48,55,37.79090074632485
72,36,42,30.71715142530836
73,36,47,66.0
74,49,53,19.49480236809282
75,44,51,33.7657775036745
76,46,57,66.0
77,29,35,24.87304550739479
78,46,57,66.0
79,48,57,63.64033300907975
80,45,51,30.93465285153695
81,27,35,45.28503836306294
82,42,49,34.61489267382282
83,35,46,66.0
84,53,60,39.03944790481223
85,43,51,49.91135330291927
86,39,48,60.98609786125147
87,38,44,26.02833356344171
88,45,49,19.27213735898623
89,36,43,40.34424045134643
90,43,49,28.95499099500352
91,34,41,33.04067838756483
92,35,44,59.06599747874932
93,46,53,34.06669015417966
94,32,39,42.35857763548783
95,36,42,25.02123125408831
96,35,42,35.40622596071123
97,36,43,32.91229798333171
98,18,26,50.01982737372597
99,45,51,24.68324418123018
100,23,29,24.18052789899984
