id,Arrival,Departure,energy
1,212,217,36.80799689360486
2,181,184,17.02079969803395
3,213,219,46.05758049569207
4,151,159,66.0
5,211,216,38.63964694966338
6,215,218,19.89740517021761
7,199,205,46.00139019312965
8,225,230,42.74008187858155
9,260,264,24.17804893336072
10,124,127,20.25714243442104
11,196,199,20.61918024941065
12,199,204,35.75966099562812
13,201,208,62.90802898584565
14,253,257,28.1769207349906
15,195,198,18.87531814418493
16,134,138,25.08134670503198
17,280,284,27.04911613920966
18,226,235,66.0
19,168,173,39.14889313228604
20,219,225,44.71249255807215
21,176,183,63.35329280866439
22,199,203,30.78617953217186
23,199,203,28.64239450058738
24,245,248,20.35320445943044
25,139,147,66.0
26,217,221,26.69361945209293
27,280,284,27.46143319220332
28,264,269,36.38252985469808
29,222,226,28.03355897914184
30,200,207,58.95907622513274
31,223,230,58.41364892517599
32,144,148,28.40825537449329
33,141,148,56.49674395223906
34,234,239,36.36583720082224
35,219,223,22.76706518196312
36,210,217,60.01311551721709
37,258,262,26.60652401496614
38,142,151,66.0
39,130,136,44.71194210388693
40,218,227,66.0
41,211,215,23.24842872197783
42,221,225,29.05250100217503
43,199,204,41.17889941532179
44,198,202,23.90516759899516
45,213,218,32.99965070269126
46,187,195,66.0
47,179,183,27.49061183073266
48,139,143,27.95424922653904
49,202,205,16.88367310585777
50,195,200,42.43437480096148
51,214,219,34.33380703410391
52,176,180,26.10371049753689
53,192,197,35.28402247350056
54,198,202,21.81980536391195
55,187,194,59.77801818313197
56,201,206,35.36617706103809
57,205,210,37.6074112032306
58,165,169,24.15779966669759
59,203,206,19.32513093614411
60,235,239,31.31862316547211
61,176,181,37.75203438926597
62,290,296,52.57793212937514
63,259,264,38.0973321937788
64,100,109,66.0
65,302,310,66.0
66,151,156,37.20826349211048
67,217,221,27.82248917234778
68,285,290,32.5096340745237
69,209,214,37.94156183273664
70,222,226,23.54609872986613
71,209,217,66.0
72,218,226,66.0
73,187,192,33.35183957283234
74,214,222,66.0
75,153,161,57.43612404581119
76,259,264,35.77393940460095
77,140,145,39.55783318308719
78,270,279,66.0
79,253,256,16.73669563623605
80,163,172,66.0
