id,Arrival,Departure,energy
1,193,199,28.05897362285408
2,215,222,33.84878030029285
3,178,184,28.14473029098911
4,179,187,53.2590444249597
5,146,152,25.83052030434085
6,283,289,30.15895526851348
7,181,183,9.109094759269713
8,204,210,27.07009828401984
9,214,225,66.0
10,179,185,28.30825777141307
11,214,223,55.82223964434501
12,168,179,66.0
13,131,138,42.26305911931434
14,233,240,39.63466122815933
15,152,160,43.068570027566
16,153,160,33.76546897620302
17,129,138,54.40993874357586
18,298,305,36.11965385750615
19,232,240,43.5313595266235
20,193,199,27.90513205945745
21,197,203,28.49854435102282
22,168,175,38.90987292059662
23,215,221,30.6706386127374
24,258,265,34.34087493517378
25,208,212,17.99552093592636
26,224,232,49.83554065997268
27,205,216,66.0
28,197,201,20.81184278615329
29,220,229,54.97613002345812
30,200,206,26.61319711167148
31,204,211,32.60457627802066
32,178,187,59.8831799039062
33,232,236,11.60004194268765
34,196,202,22.77028529257366
35,198,209,66.0
36,208,212,18.71374408647162
37,204,213,63.86226289449818
38,202,210,43.70931914557541
39,133,144,64.6141227701993
40,164,171,32.56652166691264
41,260,266,29.4294063583424
42,219,226,32.32695807185228
43,200,207,40.93726602560414
44,210,216,29.0639715696789
45,170,174,19.77222632309727
46,191,200,60.4673541106093
47,232,238,22.35870901338725
48,160,167,33.23002935802441
49,248,254,26.66758508289699
50,213,222,62.14528347560764
51,201,207,22.15183356642824
52,133,144,64.99246231391808
53,244,251,38.94658524816131
54,189,195,22.1995548771902
55,255,266,65.3383077107975
56,210,214,20.81390929086885
57,187,193,24.57042018577098
58,127,138,66.0
59,184,191,32.88339247082251
60,192,199,42.63917497196317
61,201,212,66.0
62,178,182,15.58698905417578
63,193,200,35.88447691362191
64,154,160,30.53817307124577
65,199,205,27.95620113475327
66,291,297,22.8170907554841
67,163,169,30.14426410245842
68,126,130,16.37658374358163
69,248,256,47.38707847619907
70,217,223,23.50141919296487
71,150,158,53.12161717820809
72,198,204,28.43844816301677
73,171,177,23.31807044117135
74,134,142,46.9511759743079
75,229,236,41.09425519609238
76,230,236,24.04040169880502
77,173,184,66.0
78,191,198,34.39565895037235
79,186,192,28.02102627370488
80,193,204,66.0
81,215,222,33.58882388954289
82,247,254,34.82219852423873
83,157,168,66.0
84,178,187,60.07799255907957
85,159,166,41.26588778941618
86,173,181,46.52554381060206
87,137,144,32.89711041592705
88,211,215,17.31745406634216
89,181,187,31.33207165804406
90,171,180,59.70319371620143
91,184,191,34.6135942692193
92,209,216,40.20972898109079
93,227,236,55.12997076044559
94,318,327,58.8508950227388
95,237,244,32.35162040507102
96,298,304,25.09361054952775
97,192,203,65.68316652666601
98,222,229,33.08541420272793
99,214,221,32.76842324148155
100,217,224,34.11553744033128
101,210,218,50.70084199206385
102,158,165,34.49112665290302
103,166,174,47.38045800306368
104,249,256,35.10398146346976
105,241,249,46.03583150965111
106,110,116,22.2141929256782
107,208,214,23.39380454885833
108,198,206,52.75553116238226
109,195,199,14.0734135341973
110,176,187,66.0
111,174,180,22.52399264287944
112,219,225,27.54537117180342
113,168,175,36.49626972748008
114,140,148,45.96474347428418
115,233,237,21.0839664817246
116,211,217,26.88048943088496
117,222,228,31.62308534268817
118,151,157,27.21112696185849
119,154,163,58.66205583500258
120,183,189,27.02902926133306
121,232,239,37.71683618249951
122,206,217,66.0
123,243,249,29.11731388593895
124,259,263,19.19426318309085
125,185,192,33.21483898247862
126,149,155,29.20274670653502
127,152,159,34.56041176428288
128,231,238,32.81556918465121
129,140,146,30.28031428205005
130,180,184,19.99465897361812
131,236,245,56.99694691025241
132,227,233,24.4334803522452
133,278,284,29.68388414325001
134,221,232,66.0
135,240,249,61.88331382379045
136,193,199,28.04240162176708
137,170,176,24.54901477008752
138,213,217,19.44263130549039
139,165,171,31.80049356114861
140,211,218,37.27685901228266
141,165,172,40.38765633936171
142,228,239,66.0
143,262,273,66.0
144,176,180,21.34644804769945
145,162,168,31.11869066589127
146,164,171,33.5282765890172
147,176,183,42.23210877007045
148,239,245,26.98169813476198
149,246,252,31.66610638523177
150,193,201,51.59791443272233
151,198,204,31.9431955647744
152,200,207,36.66661205329893
153,213,220,41.1018951876236
154,215,221,31.74206424812734
155,159,163,20.91826233618301
156,198,206,47.97542204837971
157,187,196,62.30287560721472
158,171,177,21.74507997138801
159,214,220,30.48493977018876
160,188,195,38.03067726976284
161,235,241,29.46289818940865
162,172,178,23.65793372525689
163,179,186,35.80062831763715
164,189,196,33.87081513544589
165,206,213,40.1454975482964
166,204,213,59.39595269573259
167,275,282,36.52998736466827
168,147,153,24.34841157039249
169,202,208,23.00977392012976
170,184,191,41.19795545556585
171,236,242,24.26165542970945
172,265,273,48.76387940508306
173,171,177,27.82396942453665
174,213,222,57.66136934536924
175,197,203,23.95766716402198
176,213,217,21.16985078627134
177,207,213,28.9251147680745
178,174,180,31.75022442675184
179,146,152,24.23270604292085
180,181,190,56.60240177078444
181,182,189,37.35372583008395
182,328,332,15.40443068301668
183,168,174,23.8103136138189
184,174,183,59.95148003320949
185,141,149,50.75373055253944
186,181,185,18.95607774943787
187,248,259,66.0
188,164,170,22.31890870611127
189,155,162,32.62991824601052
190,218,227,60.79890770230199
191,259,266,32.28917424039136
192,243,247,18.57575563296825
193,232,239,33.32459192029698
194,150,156,29.07421903798877
195,208,216,48.54227412318376
196,284,291,42.29647137013924
197,176,185,55.35636967107076
198,176,182,21.89467608252455
199,221,225,18.53154568337934
200,136,143,35.37800604654424
201,218,224,30.25722631201871
202,249,256,33.75682486041914
203,155,161,22.32087494888965
204,181,187,27.68731376238499
205,229,235,25.53080516706557
206,196,202,27.58097096555531
207,190,196,32.20402106043835
208,146,155,63.58673738522207
209,172,178,23.41413136453232
210,243,249,30.12726989176449
211,140,147,32.67345065918577
212,190,199,63.11819288622176
213,260,268,47.52172529598551
214,198,207,56.90311570640902
215,179,183,19.95703800787866
216,172,178,25.74051465473078
217,184,188,17.89370074601219
218,238,247,57.62841606149278
219,267,273,27.94589957403955
220,190,196,24.75837055861568
221,189,195,29.63284947786143
222,135,143,50.10586792760701
223,276,283,33.61375950002748
224,175,181,31.33533971879012
225,197,203,21.95429926071107
226,190,201,66.0
227,217,223,23.30967061795814
228,146,154,48.44964121938542
229,213,220,37.33596924034234
230,176,185,63.32174348998166
231,156,164,53.24067580110801
232,190,194,15.32476653786489
233,273,279,30.21253310355585
234,182,191,63.83019758150952
235,266,272,24.34895495723161
236,206,210,19.31131633179289
237,112,116,19.62857615092595
238,151,158,42.25426568166537
239,206,217,66.0
240,222,229,40.33637999826239
241,229,237,48.45891569302478
242,222,228,30.7458190333032
243,211,220,56.09896599568831
244,186,192,27.87583949586682
245,184,191,39.8038092273131
246,182,188,26.14343294492254
247,212,218,29.58907316721177
248,163,169,30.13034382231371
249,178,184,24.86083520270069
250,241,250,61.29382651651568
251,235,246,66.0
252,189,195,23.00358947205705
253,198,205,37.72455139339233
254,202,208,29.57229121957776
255,171,180,56.64810705157812
256,229,236,38.21611572948854
257,177,184,35.80852408548709
258,168,176,48.49579066964927
259,225,229,11.68577552633226
260,158,164,25.7558938791403
261,190,198,44.10232042900746
262,134,142,46.43274326853262
263,212,218,31.86646072862435
264,260,267,36.38660329270101
265,267,274,34.03504670617984
266,164,171,36.75856134521895
267,177,181,15.4474488995479
268,240,246,31.63149617126298
269,203,214,66.0
270,228,232,17.52009658938879
271,224,228,20.33366342160693
272,179,188,63.35555646080287
273,208,214,26.5441575515114
274,194,202,44.81633945985817
275,266,274,49.00317533240774
276,140,151,66.0
