id,Arrival,Departure,energy
1,10,17,39.87762184381113
2,9,16,34.66910562202863
3,9,15,32.10402468993647
4,8,17,58.22886936888337
5,9,16,35.25495384158378
6,7,13,26.22254986263762
7,9,15,25.26880952189541
8,7,14,32.79246562065278
9,8,15,41.57159209586368
10,11,20,62.107585623082
11,9,15,25.04296845681553
12,8,16,49.42715529857176
13,10,19,57.91452106191854
14,11,17,26.78264973858728
15,9,15,27.96294289600777
16,9,15,31.95906395390099
17,10,16,23.83791212704275
18,9,15,30.02944636270154
19,8,14,21.84500169080783
20,9,16,32.26936311062177
