id,Arrival,Departure,energy
1,32,39,32.29630067735137
2,31,37,25.02185861501289
3,43,54,66.0
4,31,35,20.64263468429151
5,37,48,66.0
6,48,59,66.0
7,46,50,11.97721040179385
8,35,41,32.21799315159356
9,37,46,58.69740116992133
10,35,42,36.76642352934933
11,26,32,26.78827859128859
12,44,55,66.0
13,36,43,33.60789156170971
14,29,35,32.08259456316691
15,29,40,66.0
16,43,49,29.74885822833343
17,36,42,31.89307197931515
18,44,51,32.42285195370354
19,67,71,15.41613464341679
20,41,50,59.74167982582827
21,28,39,66.0
22,43,47,21.26561862390807
23,37,45,52.01418756836776
24,38,45,36.21944699396331
25,38,47,62.68602006772043
26,48,54,30.05580635527033
27,41,49,45.95990577249365
28,48,54,29.20350321683836
29,50,54,21.17516288345848
30,31,37,30.46045921861564
31,32,38,22.88014145905795
32,44,53,60.72601952046443
33,32,36,18.10074498125282
34,34,40,28.77858279688342
35,34,40,27.82436224496225
36,65,71,30.88531820477287
37,51,58,33.48318279524105
38,29,37,50.90565888046609
39,37,44,34.68347710425532
40,30,37,41.77730879202615
41,25,31,30.98096024079442
42,45,51,31.11990604675569
43,49,55,29.14969325709634
44,41,52,66.0
45,28,34,28.93650501404828
46,40,47,33.99810926596358
47,36,40,14.13785054773764
48,18,24,28.73398403356726
49,43,50,36.99349086050895
50,35,42,36.9357578562364
51,47,53,24.4169723577224
52,45,51,22.77571556231119
53,37,48,65.92306852000205
54,46,52,29.56598325138555
55,44,50,22.90015687654238
56,45,52,34.24638542207646
57,23,27,14.77012466357476
58,38,44,26.85021953897582
59,45,51,32.19947246967192
60,52,58,27.54012337209509
61,37,43,28.5633091071178
62,29,36,34.1619195641991
63,41,47,25.15733308965455
64,53,59,30.81671520248744
65,46,52,28.71276261837173
66,35,42,39.38107564345053
67,39,46,41.44802741962488
68,28,36,48.68781779904816
69,47,53,30.80068500302279
70,47,54,36.59070016086782
71,23,29,29.67375471033377
72,37,41,14.74157999647016
73,51,57,31.49045055824685
74,38,47,59.06372213389488
75,26,32,23.02677270809974
76,39,45,29.233186111855
77,41,49,48.39947865368605
78,16,18,8.72627318617868
79,35,41,30.75006255953523
80,40,46,24.68991143393518
81,40,46,21.87478376417693
82,30,36,29.73449901613249
83,40,46,27.35403809819036
84,53,59,26.28417892228977
85,38,47,58.58802911166792
86,41,45,14.23636814971298
87,36,40,13.01216087274509
88,44,46,8.876796626509854
89,44,50,24.76222091323617
90,48,55,34.98403293154553
91,44,50,23.56642748604978
92,51,57,28.09224398708976
93,33,41,48.96212604630496
94,56,64,44.31789493591806
95,33,37,20.27896300037876
96,44,51,36.47200613011656
97,42,49,40.26943992567102
98,34,38,21.0178706425062
99,37,44,32.98343829495886
100,31,37,23.38075745402069
