id,Arrival,Departure,energy
1,141,148,54.94895744133864
2,100,105,37.14256310703997
3,191,199,66.0
4,161,167,52.70534980169155
5,162,165,12.6540914953144
6,142,147,34.93926866904112
7,213,218,37.50833290518534
8,211,215,32.00839815128606
9,131,136,37.40816969354353
10,179,183,27.49248539690301
11,155,160,36.80128846325499
12,186,194,63.30105182435327
13,180,184,24.06894395450363
14,159,163,31.36291546291433
15,131,139,66.0
16,146,155,66.0
17,137,140,19.49849546694078
18,196,200,31.82567857078022
19,178,183,37.48739833179877
20,136,140,29.10139124715817
21,115,119,22.98977460246559
22,163,167,26.43249354723276
23,141,145,27.44301665994514
24,165,169,31.56598605443223
25,171,175,25.82461373460103
26,210,216,47.98403112104669
27,155,162,57.03746973334947
28,151,155,21.6718167649626
29,155,162,54.19357491815922
30,120,124,28.31255032950873
31,168,173,33.7891459732378
32,163,168,35.38453735216014
33,125,129,23.17231577595785
34,195,202,54.3673037761677
35,136,144,65.56543159425455
36,118,122,28.40423022055063
37,136,141,42.07481086299574
38,143,151,53.94042760641295
39,170,177,54.13839693259046
40,110,114,26.84524320393139
41,200,207,56.46227740799657
42,168,173,41.31084687899503
43,154,160,46.52647188520091
44,190,196,47.34421999236497
45,196,200,29.74634184581363
46,187,191,24.94361864539519
47,137,143,53.06262356733689
48,171,176,33.49094389157277
49,148,152,24.12866780740719
50,154,158,26.75715038912536
51,146,150,27.75744341279753
52,141,149,66.0
53,208,214,52.38752349466191
54,137,142,39.90147381000141
55,131,136,35.48023207434677
56,175,180,35.48480959384885
57,162,170,66.0
58,178,186,57.37265113024921
59,172,177,35.23383722195431
60,177,183,43.78952327470559
61,153,161,66.0
62,195,201,47.70751067895429
63,171,175,23.34622938692596
64,156,160,25.7014494696142
65,120,123,20.59031793750276
66,194,199,39.47465283525595
67,135,141,43.4974720876375
68,207,211,25.41032758239211
69,184,189,32.53061572044869
70,169,178,66.0
71,175,180,41.97411063842397
72,150,158,65.42884813292477
73,156,162,52.39461712848938
74,244,248,22.9120720159354
75,180,185,34.45477961621161
76,157,162,33.82850736109089
77,159,167,64.62859109804704
78,131,139,66.0
79,127,135,57.23832857449412
80,185,188,15.27361912098986
81,111,114,19.30085110655714
82,198,203,37.01301202674179
83,165,169,26.02127523530434
84,203,207,21.8231108059557
85,183,186,20.87982689742072
86,162,170,66.0
87,189,193,28.8464672674832
88,166,174,66.0
89,157,162,33.32027326001156
90,106,113,57.93288896577302
91,155,159,21.84567618606858
92,170,174,27.9922804492771
93,207,212,37.77425646867992
94,186,191,36.26617183732599
95,199,202,21.13052400995031
96,124,131,62.48787183955208
97,158,162,22.92225001638256
98,114,118,22.81616643159088
99,155,159,25.09624790411079
100,212,217,34.9609770750282
101,178,183,34.06403936382944
102,186,190,30.47883582071536
103,225,230,32.491455772617
104,127,134,63.91779708725723
105,182,186,30.98529262861367
106,124,132,66.0
107,126,129,14.80170557656234
108,171,180,66.0
109,121,129,66.0
110,179,187,65.80528173370189
111,163,169,46.78249345845609
112,159,161,8.55239972785035
113,130,137,63.25592101437542
114,154,162,66.0
115,162,167,42.51823809002617
116,160,164,29.6742960671429
117,182,190,66.0
118,135,142,54.56694356268869
119,142,149,56.0746605697755
120,165,173,66.0
121,221,228,54.93689500206641
122,131,136,35.34338589338878
123,139,145,53.32148265156562
124,144,150,52.1561220798478
125,157,162,42.13095452442589
126,172,177,36.79654214920878
127,178,186,66.0
128,158,166,60.07083545753788
129,133,137,28.64998271151994
130,142,146,31.27398006984774
131,170,178,66.0
132,141,146,32.40006570282546
133,241,245,23.05892916549783
134,169,174,35.64426854505524
135,182,186,24.52478719486557
136,164,168,30.23740081726296
137,158,162,22.42713079620277
138,132,140,56.86450267945622
139,120,124,31.59227736315256
140,143,149,48.81510426551082
141,154,161,61.79966346739649
142,153,159,45.84429043604139
143,121,126,34.69700323512438
144,183,187,23.95593377538955
145,111,117,51.82639943220962
146,109,112,16.15322189840699
147,141,144,19.07054585978605
148,180,186,49.50380211617247
149,261,265,28.29544436478769
150,162,167,34.16908819124295
151,148,153,37.09168359757215
152,130,137,63.62108350366135
153,147,152,36.93277454957132
154,190,194,29.25911787152935
155,182,186,28.00645473398955
156,193,197,21.8154454963286
157,153,156,19.09378971821886
158,177,185,66.0
159,200,203,16.89652465659608
160,136,144,66.0
161,153,158,41.65339510282325
162,179,182,16.56031911679687
163,189,193,21.82882657841871
164,159,163,23.469177285384
165,151,158,62.01884243053783
166,205,210,35.98944670740711
167,199,204,34.3320543243041
168,156,162,53.03708718785467
169,160,166,49.91270725559058
170,185,189,25.6293815634042
171,128,133,36.79155454002815
172,103,106,18.86317501037207
173,169,174,34.82569351452605
174,185,189,24.06687109750777
175,155,159,22.52704749497886
176,149,156,57.25313481745754
177,144,148,29.71943530520495
178,171,179,62.04287135166228
179,166,169,19.27500824787046
180,131,139,66.0
181,125,128,20.64901274338477
182,136,140,24.99924671406205
183,217,221,26.14432279825372
184,127,134,60.86142865209678
185,191,195,31.84977878995286
186,179,183,30.37365775910416
187,124,127,17.51935445281358
188,184,191,60.45633601120031
189,185,189,22.77860768887824
190,173,180,56.67430794477732
191,146,150,25.92846051966275
192,154,161,56.34324934357048
193,129,136,63.41300948296858
194,169,173,28.08932327231729
195,176,180,26.71023091876706
