id,Arrival,Departure,energy
1,92,96,25.15561743073131
2,85,93,66.0
3,45,53,66.0
4,65,70,39.0383142438698
5,67,72,38.69214270926773
6,77,81,28.75664341364772
7,75,79,27.82335643261857
8,65,73,64.51563807855467
9,73,81,61.81471505402746
10,95,101,51.12974593939781
11,61,66,35.2594213371979
12,96,105,66.0
13,72,80,66.0
14,121,124,16.39958130442713
15,57,63,52.70764095565199
16,51,56,34.49681853367271
17,102,109,63.28081981446662
18,86,94,65.03822958983444
19,97,106,66.0
20,71,78,55.07472565471294
21,101,106,34.38431826423274
22,81,88,57.44907946445421
23,112,118,51.00201102027718
24,71,74,20.64684258471967
25,86,90,28.93029546269666
26,96,102,45.10016085333615
27,95,98,20.80055655352323
28,73,76,15.88380098743662
29,88,92,24.25748720699774
30,76,79,13.9987762482693
31,69,73,26.7238854066055
32,87,90,11.87592147499171
33,92,96,24.51155157857952
34,54,61,55.24006778059434
35,59,67,66.0
36,74,77,12.20407721840723
37,71,75,27.54930638161315
38,43,48,34.49145434361894
39,78,83,32.96391952349777
40,70,74,31.02834426354681
41,96,101,34.68926780845429
42,75,79,30.5977077718985
43,82,87,32.52398430289559
44,74,78,31.58329098043886
45,120,126,44.33408517091058
46,78,82,26.89686884185906
47,92,96,24.65869954749455
48,102,105,16.39857753982156
49,107,110,15.91818851623506
50,41,45,31.08929120150595
51,81,84,14.66260971109438
52,85,89,26.28352031851803
53,63,71,62.45396706467615
54,74,78,29.05969093166113
55,112,116,31.63602789245528
56,78,86,66.0
57,87,91,23.15136119687483
58,77,83,44.14817473801284
59,100,109,65.37632963068955
60,92,96,28.61679707570281
61,96,100,31.12180191303466
62,79,86,59.96141144929449
63,67,71,22.20429585063048
64,108,113,32.74895385883004
65,91,95,27.70197348057122
66,85,91,46.32869389296401
67,66,72,50.11447909397585
68,70,78,66.0
69,76,81,32.7830740213749
70,68,77,66.0
71,82,86,30.56467713771569
72,80,88,66.0
73,76,84,66.0
74,81,88,59.13620920445602
75,74,79,34.22833798940297
76,83,86,17.90206640194188
77,93,97,32.06545794893901
78,67,71,23.99159202389345
79,87,91,31.73171707044591
80,71,79,66.0
81,83,87,30.67123080623348
82,61,65,30.61810100186148
83,71,78,63.75316315184548
84,90,94,21.91884673049638
85,57,64,63.06184875440321
86,88,93,40.64390460374352
87,61,65,27.36780660265928
88,94,100,46.05089327747117
89,100,105,38.67011900958384
90,95,99,24.44347715938987
91,67,71,25.27989623025832
92,66,70,27.49264502499552
93,69,73,24.12558018280013
94,87,91,23.38292049316697
95,74,78,30.14582993789458
96,80,84,21.84686919419791
97,69,78,66.0
98,77,84,57.53820277806687
99,90,93,20.54850975386522
100,63,66,13.51449165597212
101,62,66,26.65352279958181
102,101,105,26.60781829987009
103,112,116,29.00921197483665
104,62,67,42.37823239656348
105,79,84,35.34688387300933
106,81,86,33.2891408361467
107,83,92,66.0
108,69,75,48.80908260162116
109,64,70,53.3159823598755
110,129,133,21.59388245592343
111,70,74,27.61200243380738
112,80,83,16.42065430214789
113,63,68,35.59721014399165
114,74,79,33.6986312129238
115,74,79,35.80516191003837
116,95,103,66.0
117,94,102,66.0
118,57,62,39.76753209296398
119,82,86,30.74467752016468
120,110,116,45.34361522943222
121,98,106,66.0
122,98,103,34.12299391133948
123,98,101,17.45402151280497
124,72,76,28.02206202499181
125,101,106,37.79255860955691
126,96,103,60.14985635423003
127,99,107,66.0
128,54,58,31.76940395478836
129,71,74,20.32649930092313
130,67,71,24.2689141493159
131,79,82,11.9262690983372
132,65,70,38.9295498442632
133,76,84,66.0
134,73,78,33.06228972056194
135,90,93,20.51193500554431
136,81,85,29.29284033287737
137,60,65,32.41054257266246
138,96,100,25.08671718562221
139,96,103,60.78566739301417
140,94,101,55.82307260997484
141,71,80,65.93430012336596
142,61,67,49.48331863528912
143,89,93,28.03896285158416
144,75,78,15.7772932463845
145,67,70,17.72494255413697
146,61,66,33.51835823015851
147,77,80,18.49260612039652
148,88,96,61.63413363740801
149,46,50,27.67198033806294
150,94,98,26.82890075041436
151,57,61,21.5966393236509
152,68,72,31.42930082716097
153,84,90,46.06697850726583
154,91,97,44.45742586764003
155,54,58,27.31305871856402
156,61,64,21.06721274830299
157,108,114,46.44253940177824
158,62,67,32.77209858182398
159,82,90,65.185340668335
160,69,73,29.12516067661223
161,61,69,66.0
162,112,118,47.1598403476292
163,67,71,30.20503775098404
164,67,71,30.11290564293687
165,95,100,35.15283262006356
166,102,107,33.51602413189804
167,46,49,15.02413813113848
168,73,78,37.30255787455482
169,84,88,29.74160836517132
170,63,67,23.82232160488648
171,97,103,47.3096470271368
172,88,95,62.52830377604011
173,96,102,45.77902046905304
174,67,71,28.7916836767513
175,64,67,18.36633618825343
176,70,75,33.43581207588819
177,96,100,24.74923084097797
178,88,94,51.93262612680792
179,44,53,64.8688682597909
180,44,48,26.51173675424566
181,88,91,15.54011037593216
182,71,74,19.58930643673689
183,84,91,55.13729071781621
184,77,82,40.19120329026538
185,102,107,33.6519003161438
186,66,72,48.27569220848235
187,95,102,56.14085731269852
188,105,108,21.08315531974069
189,82,87,36.85244605888471
190,75,81,46.62422516811871
191,83,88,41.69420215884666
192,98,106,65.4003292186444
193,100,106,44.14622305483573
194,109,112,21.36553591121539
195,93,99,51.00008172420196
196,87,92,35.00018085876411
197,67,71,25.1014729494458
198,52,56,22.65290775930346
199,90,98,66.0
200,81,86,33.35374177369506
