id,Arrival,Departure,energy
1,8,16,45.33575518402618
2,7,13,29.8793906077428
3,8,12,13.69128923047651
4,9,15,25.69084505564982
5,6,12,31.89860471056008
6,6,10,18.75673321919318
7,10,17,33.51375039585428
8,8,14,31.96629926787399
9,10,16,22.44170801384195
10,11,19,47.48379559030431
11,8,14,25.25755890218633
12,9,16,38.67317052097126
13,6,13,34.90957150928892
14,7,14,34.17384299011813
15,6,12,32.04520649134639
16,11,17,28.43641137479075
17,10,18,47.4223606877288
18,10,18,53.07548280855872
19,10,17,39.1041808651564
20,9,13,19.80224272411654
