id,Arrival,Departure,energy
1,21,29,66.0
2,17,25,66.0
3,22,26,27.11124724084146
4,9,13,28.73706958923413
5,25,29,29.05271250197255
6,12,18,47.9178528144496
7,19,24,34.35258011561505
8,24,28,26.95184205807232
9,19,22,21.18295937319735
10,15,22,60.32121499375887
11,21,26,38.25648578416566
12,21,26,34.93011439049587
13,20,24,26.03118292263313
14,19,27,65.32733582724256
15,19,23,24.61015152731435
16,16,20,27.99040909497161
17,20,27,54.29622161288543
18,16,24,66.0
19,23,31,64.37294787508668
20,20,23,14.96960983276275
21,26,33,55.52561995436897
22,21,24,17.96235828894402
23,22,29,59.60647549448084
24,21,24,19.42184327950762
25,29,33,25.92155421376327
26,16,20,21.54521905725553
27,18,23,32.77955343167972
28,22,25,20.18272617495365
29,13,18,40.32428705002698
30,22,26,27.39313596690187
31,19,23,24.93323416880926
32,24,30,49.79845834143359
33,18,24,49.41423940150338
34,25,30,33.01809199693259
35,28,32,26.67259316817778
36,22,29,60.79367158884468
37,19,23,27.56547273120265
38,18,21,20.30694130675825
39,23,31,59.91700180340856
40,21,29,66.0
41,20,26,49.29140979031249
42,20,24,27.35678785323338
43,20,27,61.95244340020598
44,15,23,60.91196038628267
45,26,31,36.94982827083619
46,24,28,29.23474797750068
47,24,31,56.77196048668741
48,26,33,57.88934318927674
49,26,33,55.42852735061054
50,20,25,33.61896855219144
